序号	传输方向	时间标识	状态	报文描述	报文内容	CAN帧	
81	接收	20:54:17.803		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC8 "; DA="0x28 "; SA="0xF4 "; PGN="0xC800 "; Data Field="0x0E 90 0E 93 0E 95 0E 91 "; 	帧ID:18C828F4 数据帧 扩展帧 DLC:08 Data:0E 90 0E 93 0E 95 0E 91 	
82	接收	20:54:17.837		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
83	接收	20:54:17.853		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC9 "; DA="0x28 "; SA="0xF4 "; PGN="0xC900 "; Data Field="0x0E 92 0E 93 0E 92 0E 94 "; 	帧ID:18C928F4 数据帧 扩展帧 DLC:08 Data:0E 92 0E 93 0E 92 0E 94 	
84	接收	20:54:17.888		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
85	接收	20:54:17.893		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
86	接收	20:54:17.903		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCA "; DA="0x28 "; SA="0xF4 "; PGN="0xCA00 "; Data Field="0x0E 95 0E 93 0E 92 0E 96 "; 	帧ID:18CA28F4 数据帧 扩展帧 DLC:08 Data:0E 95 0E 93 0E 92 0E 96 	
87	接收	20:54:17.943		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
88	接收	20:54:17.948		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0xE5 "; SA="0xF4 "; PGN="0xFFE5 "; Data Field="0x00 00 00 00 01 00 73 64 "; 	帧ID:18FFE5F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 01 00 73 64 	
89	接收	20:54:17.989		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
90	接收	20:54:17.992		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C7 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C7 00 00 00 00 	
91	接收	20:54:18.003		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCC "; DA="0x28 "; SA="0xF4 "; PGN="0xCC00 "; Data Field="0x0E 93 00 00 00 00 00 00 "; 	帧ID:18CC28F4 数据帧 扩展帧 DLC:08 Data:0E 93 00 00 00 00 00 00 	
92	接收	20:54:18.039		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 90 0E 3F 3F 3C 05 	
93	接收	20:54:18.053		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xB4 "; DA="0x28 "; SA="0xF4 "; PGN="0xB400 "; Data Field="0x3F 3F 3F 3F 3F 00 00 00 "; 	帧ID:18B428F4 数据帧 扩展帧 DLC:08 Data:3F 3F 3F 3F 3F 00 00 00 	
94	接收	20:54:18.088		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
95	接收	20:54:18.094		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
96	接收	20:54:18.138		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 91 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 91 0E 3F 3F 3C 05 	
97	接收	20:54:18.188		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
98	接收	20:54:18.193		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 0C 18 C7 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 0C 18 C7 00 00 00 00 	
99	接收	20:54:18.238		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 91 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 91 0E 3F 3F 3C 05 	
100	接收	20:54:18.287		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
101	接收	20:54:18.293		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
102	接收	20:54:18.302		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC8 "; DA="0x28 "; SA="0xF4 "; PGN="0xC800 "; Data Field="0x0E 8F 0E 93 0E 96 0E 91 "; 	帧ID:18C828F4 数据帧 扩展帧 DLC:08 Data:0E 8F 0E 93 0E 96 0E 91 	
103	接收	20:54:18.338		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 8F 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 8F 0E 3F 3F 3C 05 	
104	接收	20:54:18.343		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
105	接收	20:54:18.353		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC9 "; DA="0x28 "; SA="0xF4 "; PGN="0xC900 "; Data Field="0x0E 91 0E 93 0E 92 0E 94 "; 	帧ID:18C928F4 数据帧 扩展帧 DLC:08 Data:0E 91 0E 93 0E 92 0E 94 	
106	接收	20:54:18.388		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
107	接收	20:54:18.393		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C5 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C5 00 00 00 00 	
108	接收	20:54:18.453		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCB "; DA="0x28 "; SA="0xF4 "; PGN="0xCB00 "; Data Field="0x0E 92 0E 91 0E 93 0E 93 "; 	帧ID:18CB28F4 数据帧 扩展帧 DLC:08 Data:0E 92 0E 91 0E 93 0E 93 	
109	接收	20:54:18.488		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
110	接收	20:54:18.492		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
111	接收	20:54:18.502		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCC "; DA="0x28 "; SA="0xF4 "; PGN="0xCC00 "; Data Field="0x0E 93 00 00 00 00 00 00 "; 	帧ID:18CC28F4 数据帧 扩展帧 DLC:08 Data:0E 93 00 00 00 00 00 00 	
112	接收	20:54:18.538		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
113	接收	20:54:18.542		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
114	接收	20:54:18.552		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xB4 "; DA="0x28 "; SA="0xF4 "; PGN="0xB400 "; Data Field="0x3F 3F 3F 3F 3F 00 00 00 "; 	帧ID:18B428F4 数据帧 扩展帧 DLC:08 Data:3F 3F 3F 3F 3F 00 00 00 	
115	接收	20:54:18.589		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
116	接收	20:54:18.592		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C6 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C6 00 00 00 00 	
117	接收	20:54:18.688		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
118	接收	20:54:18.738		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
119	接收	20:54:18.743		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
120	接收	20:54:18.788		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
121	接收	20:54:18.793		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C7 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C7 00 00 00 00 	
122	接收	20:54:18.804		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC8 "; DA="0x28 "; SA="0xF4 "; PGN="0xC800 "; Data Field="0x0E 90 0E 94 0E 97 0E 92 "; 	帧ID:18C828F4 数据帧 扩展帧 DLC:08 Data:0E 90 0E 94 0E 97 0E 92 	
123	接收	20:54:18.838		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 90 0E 3F 3F 3C 05 	
124	接收	20:54:18.854		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC9 "; DA="0x28 "; SA="0xF4 "; PGN="0xC900 "; Data Field="0x0E 93 0E 94 0E 93 0E 95 "; 	帧ID:18C928F4 数据帧 扩展帧 DLC:08 Data:0E 93 0E 94 0E 93 0E 95 	
125	接收	20:54:18.888		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
126	接收	20:54:18.893		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
127	接收	20:54:18.903		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCA "; DA="0x28 "; SA="0xF4 "; PGN="0xCA00 "; Data Field="0x0E 94 0E 94 0E 91 0E 96 "; 	帧ID:18CA28F4 数据帧 扩展帧 DLC:08 Data:0E 94 0E 94 0E 91 0E 96 	
128	接收	20:54:18.938		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 91 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 91 0E 3F 3F 3C 05 	
129	接收	20:54:18.943		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
130	接收	20:54:18.953		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCB "; DA="0x28 "; SA="0xF4 "; PGN="0xCB00 "; Data Field="0x0E 93 0E 92 0E 93 0E 93 "; 	帧ID:18CB28F4 数据帧 扩展帧 DLC:08 Data:0E 93 0E 92 0E 93 0E 93 	
131	接收	20:54:18.993		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C7 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C7 00 00 00 00 	
132	接收	20:54:19.038		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 91 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 91 0E 3F 3F 3C 05 	
133	接收	20:54:19.053		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xB4 "; DA="0x28 "; SA="0xF4 "; PGN="0xB400 "; Data Field="0x3F 3F 3F 3F 3F 00 00 00 "; 	帧ID:18B428F4 数据帧 扩展帧 DLC:08 Data:3F 3F 3F 3F 3F 00 00 00 	
134	接收	20:54:19.087		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
135	接收	20:54:19.092		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
136	接收	20:54:19.137		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 90 0E 3F 3F 3C 05 	
137	接收	20:54:19.142		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
138	接收	20:54:19.192		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C7 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C7 00 00 00 00 	
139	接收	20:54:19.238		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x97 0E 91 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:97 0E 91 0E 3F 3F 3C 05 	
140	接收	20:54:19.293		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
141	接收	20:54:19.302		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC8 "; DA="0x28 "; SA="0xF4 "; PGN="0xC800 "; Data Field="0x0E 90 0E 93 0E 95 0E 90 "; 	帧ID:18C828F4 数据帧 扩展帧 DLC:08 Data:0E 90 0E 93 0E 95 0E 90 	
142	接收	20:54:19.337		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x95 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:95 0E 90 0E 3F 3F 3C 05 	
143	接收	20:54:19.343		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
144	接收	20:54:19.353		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC9 "; DA="0x28 "; SA="0xF4 "; PGN="0xC900 "; Data Field="0x0E 91 0E 93 0E 92 0E 94 "; 	帧ID:18C928F4 数据帧 扩展帧 DLC:08 Data:0E 91 0E 93 0E 92 0E 94 	
145	接收	20:54:19.388		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
146	接收	20:54:19.393		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 0C 18 C5 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 0C 18 C5 00 00 00 00 	
147	接收	20:54:19.438		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
148	接收	20:54:19.488		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
149	接收	20:54:19.494		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
150	接收	20:54:19.539		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
151	接收	20:54:19.543		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x2 "; SA="0xF4 "; PGN="0xF102 "; Data Field="0x00 00 00 00 00 00 00 00 "; 	帧ID:18F102F4 数据帧 扩展帧 DLC:08 Data:00 00 00 00 00 00 00 00 	
152	接收	20:54:19.555		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xB4 "; DA="0x28 "; SA="0xF4 "; PGN="0xB400 "; Data Field="0x3F 3F 3F 3F 3F 00 00 00 "; 	帧ID:18B428F4 数据帧 扩展帧 DLC:08 Data:3F 3F 3F 3F 3F 00 00 00 	
153	接收	20:54:19.588		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
154	接收	20:54:19.593		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x3 "; SA="0xF4 "; PGN="0xF103 "; Data Field="0x01 03 18 C6 00 00 00 00 "; 	帧ID:18F103F4 数据帧 扩展帧 DLC:08 Data:01 03 18 C6 00 00 00 00 	
155	接收	20:54:19.639		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x96 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:96 0E 90 0E 3F 3F 3C 05 	
156	接收	20:54:19.689		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
157	接收	20:54:19.739		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFE "; GE="0x28 "; SA="0xF4 "; PGN="0xFE28 "; Data Field="0x95 0E 90 0E 3F 3F 3C 05 "; 	帧ID:18FE28F4 数据帧 扩展帧 DLC:08 Data:95 0E 90 0E 3F 3F 3C 05 	
158	接收	20:54:19.790		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
159	接收	20:54:19.804		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC8 "; DA="0x28 "; SA="0xF4 "; PGN="0xC800 "; Data Field="0x0E 91 0E 94 0E 96 0E 91 "; 	帧ID:18C828F4 数据帧 扩展帧 DLC:08 Data:0E 91 0E 94 0E 96 0E 91 	
160	接收	20:54:19.854		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xC9 "; DA="0x28 "; SA="0xF4 "; PGN="0xC900 "; Data Field="0x0E 92 0E 94 0E 93 0E 95 "; 	帧ID:18C928F4 数据帧 扩展帧 DLC:08 Data:0E 92 0E 94 0E 93 0E 95 	
161	接收	20:54:19.890		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xFF "; GE="0x28 "; SA="0xF4 "; PGN="0xFF28 "; Data Field="0x18 4F 88 13 7A 02 00 00 "; 	帧ID:18FF28F4 数据帧 扩展帧 DLC:08 Data:18 4F 88 13 7A 02 00 00 	
162	接收	20:54:19.895		PDU2	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xF1 "; GE="0x1 "; SA="0xF4 "; PGN="0xF101 "; Data Field="0x0B 00 4F 0C 05 DC 0B B8 "; 	帧ID:18F101F4 数据帧 扩展帧 DLC:08 Data:0B 00 4F 0C 05 DC 0B B8 	
163	接收	20:54:19.904		PDU1	Priority="0x6 "; R="0x0 "; DP="0x0 "; PF="0xCA "; DA="0x28 "; SA="0xF4 "; PGN="0xCA00 "; Data Field="0x0E 94 0E 94 0E 91 0E 96 "; 	帧ID:18CA28F4 数据帧 扩展帧 DLC:08 Data:0E 94 0E 94 0E 91 0E 96 	
